time0,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,rainfall
39.50193608,32.39275561,25.64956867,19.81043525,15.59795608,12.26117537,9.582050779,8.249534359,7.526418979,7.684369179,7.604573081,7.531467503,7.6470199,7.408783453,7.703730026,0.1
25.19302029,23.33151162,21.49061367,19.2473532,17.07893834,15.03891775,12.69995589,11.28431036,9.521983139,8.68672189,7.800705813,7.200421527,6.101950789,5.404617194,4.866116067,25.9
25.6460396,23.83156063,22.11542986,19.91571905,17.78119792,15.83950103,13.47076267,11.94113322,10.20130379,9.378247231,8.43615822,7.757229683,6.522571317,5.827271836,5.240907754,20.2
24.16748358,22.34374081,20.94973532,18.94919616,17.01502304,15.3099206,13.06170964,11.4361092,9.637707088,8.831487109,7.865478875,7.214390746,6.134717185,5.57827664,5.159959808,50.8
17.17471326,15.14545143,13.63616312,11.90260759,10.17596314,8.919493187,7.393931967,6.504876973,5.38457014,5.313890795,4.95831291,4.723090873,4.105332811,3.726938535,3.604989707,4.4
42.62819822,43.26877267,43.49122635,43.64559847,44.357612,44.16282717,42.03832958,39.61430252,36.3562886,31.02578179,25.81616998,19.72904617,14.00465641,9.219243211,6.008798157,4.7
25.86560141,24.06928242,22.51034212,20.39849034,18.34033428,16.45777375,14.12187531,12.51070973,10.71054308,9.779212822,8.717797275,8.024041761,6.753283992,6.090946966,5.540412705,28.7
18.46201353,16.39942163,14.88172728,13.05046074,11.24306441,9.852367415,8.160817567,7.130379375,5.936991471,5.862807568,5.479315753,5.268282521,4.569699049,4.089623566,3.954097637,5.1
27.35550436,25.64297618,23.93843741,21.78350162,19.54180963,17.43231056,14.95980786,13.37496324,11.52791393,10.50269581,9.449220665,8.685668072,7.289334379,6.505808254,5.794235859,16
21.19762768,19.38689834,18.09584845,16.18417312,14.41498383,12.79854916,10.77514459,9.431403784,7.742133124,7.221252818,6.545485737,6.179296147,5.34976963,5.030438192,4.954881874,29.7
21.49691207,19.69792177,18.4596118,16.53261935,14.75578375,13.12513479,11.07763945,9.718581512,7.995882757,7.432874228,6.720027448,6.334354475,5.51235173,5.207798255,5.157214979,22.9
48.18164886,45.55273993,41.18628076,37.13687384,34.51276836,31.05303402,27.77943339,24.97166944,21.70770023,18.33028625,15.97323792,14.13040388,12.71240565,12.00433781,11.39209391,1.3
9.939785315,9.948240369,9.503921184,9.002622292,8.319184394,9.011641016,7.432825213,6.383467307,5.587564945,4.414665229,3.737893344,3.264826978,2.95784727,2.927629644,2.222698755,4
27.47554161,25.78600137,24.14358886,21.98796687,19.91875796,17.97791883,15.48164396,13.7698755,11.88077149,10.92574257,9.782325262,9.072737967,7.564331928,6.805901382,6.120478384,22.4
27.41576806,25.69618175,24.24245172,22.172189,20.21716008,18.49382413,16.05161259,14.19549554,12.14128517,11.07183119,9.81261641,9.114547593,7.563621214,6.835163219,6.209685325,24.4
16.74137339,14.65652877,13.26122439,11.54320655,9.844083913,8.560386237,7.102122341,6.339917655,5.329256936,5.471473385,5.176281737,4.940103911,4.267424762,3.911111656,3.796637585,9.7
58.77558573,56.05139202,51.98914322,48.82371826,47.66883149,45.2659053,42.40525439,39.03938339,35.36626311,30.72468385,25.59513773,21.59163317,17.53894226,14.38393295,12.16726301,1.8
13.43836389,11.73877561,10.43039898,8.913513381,7.597196353,6.549553965,5.421527301,4.879913734,4.097490442,4.278894226,4.037104205,3.867194393,3.489486325,3.253431036,3.181795902,3.5
44.86234193,41.56180767,37.59930399,34.52477698,32.32023821,30.48737869,27.76021959,26.13687384,22.74019704,20.33349672,16.76752279,14.37030683,12.16086658,11.28119792,12.05592589,3.5
49.78864817,46.84719635,43.54151554,40.12337026,36.59506421,34.02301245,32.40292618,31.55656308,27.89875993,24.43150181,20.90677385,18.79575532,15.22377708,12.15447015,10.99875012,2.7
11.49068719,9.883614352,8.657386531,7.392608568,6.272424272,5.373909421,4.3082786,3.869645133,3.152436036,3.331560631,3.177874718,3.219047152,3.11533183,2.927997255,2.828203117,6.7
51.80161259,49.08332516,47.74585825,46.93299677,43.3254828,40.16221449,36.04514263,32.00115185,28.47338496,25.1509901,22.59489266,19.14594157,16.86351828,14.85516126,13.37797765,6.6
48.54874522,44.31563082,40.70890109,36.42736006,32.91910107,30.01284188,27.61535634,25.3284727,22.73691305,20.85643564,18.17696794,15.97512499,15.60920498,13.30501912,12.124179,4.7
54.00502402,52.06746888,49.60275953,47.27225272,45.02737477,42.61565043,40.16672385,37.30342613,33.27409078,29.30675914,27.28953044,21.76249877,18.24024605,15.24389766,13.47360553,0
44.8430546,43.27338006,41.1321194,38.06715028,35.32871777,31.98399667,28.77122341,25.11944907,21.72206156,20.68628076,19.04465249,17.57479659,15.21169493,13.0572738,10.91701794,0
30.6907166,29.17804627,27.68458975,25.65591609,23.50360259,21.52303696,18.88483972,17.23294285,15.06318008,13.769851,12.41995883,11.73132536,9.936427801,8.986079796,8.036123909,8.6
24.28274189,22.69738261,21.67932065,19.77759533,18.03024213,16.36214587,14.14809823,12.66895402,10.88349181,10.12935006,9.314160376,8.750343104,7.515758259,7.184148613,7.095652387,4.5
53.06041074,50.38388393,46.16949319,42.73460935,40.16204294,38.23375159,36.03051171,34.82641408,30.93946672,27.78070777,24.46194001,21.18228605,17.46527301,14.60567591,14.16395451,7.2
57.8476865,58.69461327,58.93566807,58.05090187,55.42711499,52.83021272,49.15424958,43.86074895,38.89719145,35.43713852,31.7052985,26.47872758,22.65777865,18.51467993,14.20020096,0
37.09651015,34.21245466,31.137413,28.73022253,26.75884717,24.18231056,21.37072346,20.38518283,17.7195373,15.07604647,11.85141163,11.05163709,10.87128713,11.32786001,13.02401725,6.5
54.82825213,53.50742574,50.17299775,46.60518577,41.4076316,39.07320361,35.99034408,33.72718361,29.90878345,25.78124694,23.14295167,21.05139202,19.78122243,17.3844476,15.53127144,3.2
25.85079894,24.4314528,23.6360896,21.79604941,20.17973728,18.57295853,16.25272032,14.73948632,12.84391236,12.02573277,10.96152338,10.30587687,8.802568376,8.434295657,8.249975493,1.2
42.49948534,38.90020586,36.46463582,32.30006862,28.11175375,25.34942653,23.42142927,21.87373787,19.10373983,16.78416332,14.17968827,13.910597,15.15045094,13.81624351,13.51333203,10.7
44.22299284,41.56340065,39.31643956,37.46265072,34.71345946,31.67263013,28.96762572,26.56305754,24.43897657,21.94544652,19.8420498,17.97537006,16.56960102,14.3446966,12.76293991,0
52.06435644,49.69694148,46.93745711,43.33876581,38.75249975,34.07491913,30.77239976,27.14094206,23.64481423,20.86574846,19.38564847,18.78095285,18.96608176,17.8480051,17.29411332,2.3
53.20152436,49.3837614,46.13802568,42.22333595,38.03781492,35.03894226,33.22627684,31.43037447,28.71652289,25.6602784,21.97696304,19.34545633,19.19784825,17.53948142,16.41380747,5.6
54.48882463,52.72125282,48.56293501,45.39574552,41.70792079,40.24411822,36.28389374,32.90910205,29.39317224,26.09474561,24.18010489,21.88346731,20.26252328,18.11653269,16.74889717,1.6
12.17569356,12.27443388,11.82430644,11.29717675,10.65660229,9.323865307,8.859670621,8.243799627,7.151382217,6.798451132,6.188069797,5.48933928,4.766885599,4.04705421,4.001396922,18.9
11.55374473,13.53744731,13.84030977,15.19902461,14.56773846,13.48534457,12.45096069,11.65427409,10.39790217,9.618150181,8.104671111,6.605210274,5.54894128,4.682555632,4.074576022,0
50.30291148,47.13385943,43.92402706,41.83366827,39.41579257,37.45944025,34.91753259,31.75987648,28.46512597,25.7440447,23.64429958,20.44400059,18.41611117,16.69360847,15.40248505,0
31.91711597,29.70520047,27.66679737,24.96451328,22.37243898,22.13785413,18.79622096,17.33999118,15.59594648,14.49357906,12.82935497,11.7159102,11.64194687,11.18721204,10.29222625,0
53.65998432,50.41057249,46.51901774,43.47892363,40.45441623,38.48340849,35.22304186,32.00838153,29.63305068,26.56862072,24.04389276,20.87503676,19.75796491,18.49786786,17.16307225,0
54.49664249,51.99747574,49.15152926,45.92885501,42.39368689,39.04886776,35.95850897,32.45213705,29.81560631,27.96877757,25.83592295,23.00813646,21.53850113,18.81808156,16.42936967,5.9
8.581977257,7.208754044,6.315483776,5.273551613,4.417434565,3.777889423,2.985418096,2.751470444,2.283232036,2.65125968,2.64890697,2.93794726,2.804626997,2.55950397,2.560533281,5.4
56.38863837,54.12194883,50.54085384,47.48595726,44.83288403,42.97757573,40.48090873,39.34165768,35.55783747,32.48255073,28.67662484,25.20863151,21.38758455,18.4069454,18.36476816,8.5
65.90731301,63.0119351,59.12099304,55.73549162,50.73353103,47.5450201,43.80443094,40.93184492,36.73725615,32.6599353,29.98975591,28.23296736,26.44047152,23.26161651,20.38287913,12.7
3.593422214,3.565483776,3.790143123,3.515219096,3.43917263,3.135305362,3.013209489,3.187432605,3.129080482,3.383785903,2.848519753,2.762523282,1.237770807,1.10109303,0.860895991,0
61.3440349,58.89971571,56.97409568,54.71848348,52.55700422,49.23480541,46.48132536,42.03132046,37.89978924,35.43076659,31.97551711,28.76362612,25.91890501,22.57295853,18.84356926,2.2
43.5191893,40.69191746,38.18182041,35.91250858,33.24379963,30.80359769,28.35175473,26.23830997,23.59366729,21.77281639,20.52629644,19.12773258,17.55514165,15.79982355,14.26757181,0
14.87841878,13.75646995,12.81996863,11.8649152,11.1986815,9.701842957,8.118983433,6.687604156,5.386310166,4.590995981,4.155401431,4.141260661,4.904347613,5.98019802,7.517669836,3.3
6.246936575,6.199343202,6.695176943,6.498897167,6.278379571,5.490172532,5.422924223,5.603127144,5.660106852,6.135844525,5.200102931,4.723360455,2.289554946,2.134472111,1.841682188,0
73.16395451,71.03087933,66.36937555,62.43226154,60.52960494,56.78560925,53.08910891,50.0539898,46.29538771,41.65424958,36.62611509,33.30077934,30.4231693,27.90621018,26.16770415,1
60.23848152,58.35293109,55.1404029,51.83504068,48.90263209,46.90400451,44.21517498,43.09202529,39.09045682,35.79129497,31.63805019,28.22997745,24.71698853,22.07472307,22.32227233,7.3
60.35587197,58.27666405,54.92934516,51.39915204,48.62587001,46.55935693,43.75419077,42.40209293,38.48007548,35.2052985,30.87503676,27.67613469,24.76313597,22.87697285,23.69706401,6.5
10.6364082,10.52686011,10.45721008,9.945373003,9.611067542,8.646015097,7.715420057,6.841437114,6.111116557,5.875771983,5.38268307,4.892657583,4.967013038,4.224708362,4.257254191,0
18.81499363,16.95554357,15.01700814,12.56805705,10.91569454,9.283918243,8.513258504,7.888001176,7.539015783,7.102024311,7.909959808,6.675546515,6.829379473,7.082124302,7.871434173,0.1
46.60158318,45.05504362,41.85572493,38.5904078,36.14726497,34.00823449,31.16804725,30.440398,26.70571513,22.84984315,19.36856681,18.69179492,18.94086364,18.93574159,20.82234585,14.8
25.17172336,22.38694736,20.86976767,18.70819037,17.35829821,15.77335555,14.78654054,12.51409176,11.45875404,10.4158906,10.18770219,9.231300853,9.485810215,9.88155573,10.68483482,26.3
22.69880404,22.00149495,21.35930301,20.73127635,20.06751789,18.15956769,16.826169,16.0615871,15.60709734,14.90804823,13.35116655,11.46767474,10.28134497,9.687506127,8.371066562,15
26.90998432,24.39182433,22.17365945,19.80592589,18.2950201,16.4510097,14.87089501,13.70870503,12.94895108,12.3400647,12.99774532,11.1645672,10.88988825,10.54354965,10.49416724,2.6
32.18155083,29.16944417,26.00556318,22.28759435,18.41062151,14.7658808,12.41564552,10.64064798,9.779506911,9.020635232,9.577688462,10.73304088,12.07462504,13.0721743,14.78450642,9.9
71.17378198,69.62082149,65.25053916,61.77391922,60.19292226,56.26401823,52.35381335,49.1774826,45.36008725,40.64611313,36.60876385,34.29646603,31.9317959,30.00531811,28.70027448,5.6
16.13349181,15.8119302,15.28156553,14.39182433,14.1420694,12.52124792,10.78269287,9.199392216,7.829477502,7.105283796,6.525830801,6.421306735,6.553230075,7.730026468,8.137756102,1.6
5.027374767,5.85109303,6.057690423,5.670105872,5.827320851,4.213165376,2.652313499,2.095578865,1.878394275,1.850872463,2.400818547,2.0013234,2.321218508,2.946916969,3.41003333,5.8
28.17177238,25.6996618,23.49384864,21.24960788,19.80521517,17.92993334,16.27183609,15.00058818,14.07665915,13.39677483,14.03100186,12.06077836,11.86256249,11.44684345,11.27727674,2
12.03933438,14.18765317,14.73882463,15.98257524,15.74076071,15.2801441,14.46105774,13.54117243,12.23789334,11.68735908,10.06570434,8.379276542,7.094672091,6.121434173,5.388172728,1
24.36743947,23.90758259,23.40292618,22.49884815,21.44760318,20.13135967,18.56354769,17.78916283,15.95196549,14.21576316,13.29595138,12.18422214,11.23696206,10.92172336,10.35349476,1.5
68.96627782,68.36386139,64.40324478,61.10538183,59.46872856,54.97247819,50.90353887,47.62015979,43.92270366,39.68485933,36.54467699,34.59582394,32.45056857,31.2331144,30.05756789,51.3
15.05416136,14.00970493,13.11219488,12.50683756,11.56406235,9.960224488,9.271517498,9.027178708,8.204489756,7.473899618,6.78423684,6.159494167,6.460052936,6.961229291,7.262400745,11
51.48426625,49.0983482,47.02587982,43.9003284,41.91880698,40.40532791,38.41750809,36.26198412,33.64682384,31.16064602,29.10106852,26.27097834,24.43439369,22.51612587,20.83531026,0
59.40018135,57.52195863,55.90848936,53.90023037,50.9231938,48.02097834,45.84089795,44.36795412,41.56435644,39.3208754,36.70238212,34.38819724,30.13912852,25.42775218,21.50855308,1.5
48.04916185,44.85918047,41.90250956,38.92030193,36.01406725,33.68091364,30.39086854,28.46265072,26.513234,25.32933046,24.3165621,23.54555926,22.10474463,20.53619743,19.28646701,2.4
20.48384962,17.9556416,16.0745025,13.82553181,12.58964807,11.08388883,10.30296049,8.562591903,7.76122439,7.040608764,7.2791393,7.175620037,7.925620037,8.62890893,9.940152926,28.5
64.5188707,62.62854132,60.33381531,57.38398196,54.8850848,54.38805019,50.7943584,47.78573179,44.47907068,40.82800706,37.09651015,34.21245466,31.137413,28.73022253,26.75884717,1.4
42.80972454,40.73558965,37.60714636,34.74772081,32.69498088,30.19086364,27.32322811,25.97105676,22.35101951,19.58567787,17.15689638,17.74468189,18.87993824,19.03683462,21.39403,2
67.40981276,66.85356828,63.28578081,60.05041172,58.57173316,53.81724831,49.6337614,46.45686697,42.88800118,38.7754877,36.02382119,34.3400647,32.36474365,31.10555338,30.0880796,31.2
38.92562004,38.99544162,39.02546319,38.04411332,36.85268601,35.81670915,34.1155769,32.27311048,30.31072934,28.46015097,26.03585433,23.34151064,20.14084403,17.79467699,16.01355259,11.9
20.12662974,20.43091364,19.85315165,18.49056465,16.0731791,14.40111264,12.50017155,11.93657485,11.41618469,10.41961572,9.820360749,10.72556612,9.575580825,9.592858543,9.459489266,1.8
24.95973434,25.94716204,26.34633859,26.87403196,26.55058328,25.12807568,24.38452113,22.29450544,19.67542398,17.18414861,15.05526419,14.33964807,13.51943437,12.47039506,11.82014018,3.1
19.97409568,17.43064405,15.67785021,13.53472699,12.35317616,10.99838251,10.29979904,8.565238702,7.737403196,6.96519949,7.245245564,7.134864229,7.850651897,8.588055093,10.0215175,23
23.77982551,22.11087148,21.27975199,19.38383492,17.82337516,16.98321243,15.97571317,14.84964709,14.06207725,12.63062445,11.84543182,11.44527497,10.99161847,10.78200667,10.51178806,3.5
16.75637192,15.19265268,13.85317616,12.59685325,11.69164788,10.25426429,9.071708656,7.83562886,6.474022155,5.698240369,5.445446525,5.743554553,6.646848348,7.784579943,9.395598471,7.4
35.57433095,34.20640133,33.03771689,32.31374375,32.20551907,30.2781345,28.67701696,26.91782668,24.81599843,22.90819527,20.8817763,19.20645035,17.57239486,16.42711499,15.36417998,0
47.34067738,44.17017939,41.36033232,39.18892756,36.65770513,35.04680914,33.10682776,30.832786,28.69816685,26.70081365,24.78631997,23.73987844,22.2251495,21.33023723,20.15770513,0
29.09479463,27.06514067,26.13253603,23.50673954,22.94245662,22.02578179,20.74598079,19.83989315,18.11660622,16.78053622,15.88584453,14.5321292,13.48429076,12.81778747,12.99242721,2
17.6649103,17.7963435,17.57602196,17.428806,16.93980982,15.79592687,14.33464856,13.70872954,12.65388197,11.04820606,9.429418684,9.171208705,8.887903147,8.820948927,8.991054799,6.6
14.94485835,15.24257426,14.45353397,13.61932654,12.71826292,11.60832271,10.94645133,10.31374375,9.654151554,8.81629252,8.280511715,7.738383492,7.354131948,7.224830899,7.410842074,0.1
7.166037643,6.13457014,5.180423488,4.781442996,4.146774826,3.505416136,3.229340261,2.70341143,2.388197236,2.723630036,2.21407215,2.591388099,2.804921086,3.06893932,3.414052544,0
59.54805901,56.0261494,52.5384031,48.8251642,44.48384962,39.53056073,35.54798549,32.39429958,29.47453681,27.58209979,26.54166258,27.06881678,27.90834232,27.8404078,28.19292226,7.4
70.80087736,70.59893638,67.21470934,64.48556514,63.29715224,58.53257034,54.15277914,50.56879228,46.77784041,42.44064307,39.58124204,37.72353201,35.63194785,34.0582786,32.80112244,42.6
40.23063915,38.09352024,35.58668268,31.97147338,29.42878149,28.00879816,26.39447113,24.35969513,22.72480639,21.00975395,20.12937457,18.72537006,18.69779924,18.88697187,18.66346437,0.3
46.96095971,45.37158122,45.00105382,42.58942751,40.75093128,39.22431624,36.40525439,34.18691795,31.55041172,30.96370454,28.99855406,27.63648172,24.57028723,21.12072346,19.21470934,1.7
74.09143711,73.24590726,69.79663758,67.06249387,66.08109499,61.66167533,57.49705911,54.07045878,50.06352318,45.38253603,42.05340163,39.75752377,37.28683462,35.28431036,33.85349476,42.9
27.23029605,25.45534751,24.63665327,22.83192824,21.24549064,20.25627389,19.29374571,18.18917263,17.32048329,15.47377708,14.22446329,13.65942065,13.07656112,12.62834526,12.20436722,9.3
30.38160474,28.37045388,27.48331046,24.85572493,24.2622537,23.34508872,22.02176257,21.06791001,19.20338692,17.74397118,16.74291736,15.32763945,14.36094501,13.74960788,13.96647388,1.7
18.23649642,17.75541614,18.04531418,18.01097932,17.39464268,16.49882364,15.75002451,14.18821684,12.62716891,11.59611803,10.81386629,10.14976473,9.875453387,8.761910597,8.470199,0
10.60881286,9.08619253,8.390035291,8.497279678,8.73208509,8.267596314,7.867390452,7.806563082,8.022301735,7.366851289,6.613420253,5.518993236,5.044750515,4.343446721,4.016003333,1.5
48.18292324,47.12111558,45.9496618,44.22742868,40.98750123,38.03301147,35.49595628,33.96934124,31.47926674,29.18931967,27.44527497,25.90148025,25.28585433,22.87562494,21.95863151,2.7
19.59859328,17.55310754,15.52193412,13.80707774,12.6079306,10.93015391,9.801367513,8.77791393,7.650156847,7.071144986,6.857023821,6.982452701,7.933854524,9.101583178,10.65537692,4.8
61.08837369,59.53612391,59.24745123,55.99193706,54.28168807,51.87721792,49.37800216,47.01835604,43.08928046,40.73632487,37.47865405,33.92664935,32.04538771,29.46882659,27.80445545,7.4
39.46238114,38.19926968,36.77494853,34.34506421,31.7460298,31.58580041,27.83006568,26.90192138,25.33141359,23.89300069,21.5966817,19.89123615,19.75642094,19.27619841,18.82148809,1.3
31.07619351,28.03881972,25.40777865,22.10668072,18.4562788,14.99318694,12.88557494,11.51838055,11.04629448,10.55499461,11.21318988,12.07852171,13.42740908,14.3344525,15.89403,5.8
60.9976718,58.66282717,56.73304088,53.0159053,52.78712871,49.93659935,48.31246937,45.39157926,42.28433487,39.73784433,38.52330654,34.70157338,32.52262033,27.96615528,24.88501127,3.3
20.97443878,20.34575042,19.74044211,18.79428487,17.46686599,16.0486717,14.64224096,14.14505931,12.47490442,11.09822566,10.97943829,10.68753063,10.63028134,10.53002157,10.03830507,1.2
45.1589305,44.33879031,43.43912362,42.15853838,38.97100774,36.48032056,34.30845015,33.29112342,31.24791687,29.40679835,27.31487109,25.3582737,24.40821978,21.77602686,20.55626899,1.1
70.14969121,69.18441819,68.15008333,66.27208117,63.91968925,61.50752377,58.81376826,55.19177041,52.58393785,48.92932065,45.03337908,41.16003333,37.112587,34.15591609,31.67777669,0
28.03470248,27.75923929,27.3102637,26.33334967,25.11964513,23.66498383,21.98926576,21.27546319,19.4827713,17.91912558,16.9284629,15.86545437,14.79744633,14.0490148,13.00850407,3.4
59.60699931,57.13040388,55.08170768,51.25656798,51.35187727,48.66182237,47.0291393,44.1493481,41.26252328,38.7976914,37.88662876,34.13528085,31.96997843,27.38738849,24.16831683,5.4
73.63287913,73.57710028,70.32102245,67.94578963,67.08758945,62.57536026,58.17478679,54.55313205,50.58557985,45.85621508,42.64324576,40.6155524,38.33472209,36.546368,35.15611215,71.3
71.7208607,72.25470542,69.09969611,66.75747476,65.84258896,61.26237624,56.82016469,53.09023625,49.23696206,44.67488482,41.63334477,39.7039751,37.70902363,36.07901186,34.81048427,59
16.43583962,17.01235173,17.18681992,17.05296049,16.61011175,15.65868542,14.49196157,13.65304872,12.27183609,10.27355161,8.738971669,8.57327713,8.834526027,9.056832663,9.545142633,18.7
76.65834232,76.10109303,72.44561808,70.15398,69.51801294,65.4019704,61.24698559,57.6324625,53.65660229,48.79472601,44.97544358,42.66915008,40.23142339,38.05884227,36.51835604,39.5
21.60349476,19.14721596,17.27757083,14.84119204,13.44204,11.94346143,10.99353005,9.06393981,8.38023233,7.919223606,8.37288011,8.372561514,9.322688952,9.993407509,11.21978237,1.4
64.59401039,63.20951377,61.17414959,59.40123517,57.23294285,53.98813842,51.12410548,49.63993726,48.69245662,44.91831683,42.03021763,38.45252916,34.78372218,31.76999804,28.54876973,0.1
14.12469366,12.22769826,10.93128125,10.42968827,9.614376042,9.271002843,8.970983237,8.510734242,8.165351436,7.548990295,7.214415253,7.037373787,6.485565141,6.268307029,6.020855798,0
18.83663366,18.06778747,17.61993922,17.3218557,16.77673757,15.9748309,15.30916087,14.19429468,12.94284874,11.97573767,11.08837369,10.55788648,10.19483384,9.158391334,8.982477208,0
73.51298892,74.24674052,71.42954122,69.36038134,68.62412999,64.35324968,60.04141751,56.29024115,52.29720125,47.48105578,44.13824625,41.99277032,39.83026174,38.1129301,36.79546123,49.7
52.69400059,51.672189,51.8430301,49.33805509,48.00585727,45.9390746,43.83538379,41.98250172,38.83366827,36.70277424,34.06244486,30.81957651,28.99482894,26.70522498,25.41478777,0
13.78801098,12.86940006,11.79879424,10.45814136,9.367660033,7.906430742,6.753553573,5.772203706,4.752181159,4.371728262,4.440422508,4.780193118,5.719022645,7.137339477,9.015611215,2.1
38.65152926,38.78600137,38.94686795,38.07705127,36.80533771,34.94213803,33.55315655,32.2327713,30.49066268,29.11525831,26.93738359,24.46762572,21.54774042,19.7218655,18.53911381,10.6
14.82513969,14.73946182,14.06538575,13.46399863,12.62234095,11.68270268,10.68368297,9.866826782,8.573767278,7.66758161,7.777154201,7.687898245,7.622978139,7.93115871,8.017816881,2.1
31.05303402,27.77943339,24.97166944,21.70770023,18.33028625,15.97323792,14.13040388,12.71240565,12.00433781,11.39209391,11.81393981,12.61631213,14.00769532,14.93157534,16.40934712,7.2
73.61413097,70.90358788,67.51166552,63.71453779,59.29813254,54.32626703,50.2652436,46.91037643,43.4400794,41.0317861,39.35584747,38.67490932,38.76396922,37.49316244,37.26534163,6.4
27.86116557,26.93233507,26.36312616,25.34405941,23.976816,22.42172336,20.73909421,20.05837663,18.27426233,16.50394569,15.83930497,15.18152632,14.92929615,14.6827762,14.01183707,6.3
72.08094795,72.04626997,71.62854132,70.27639447,68.19365748,66.21816489,64.20667091,61.35851877,55.970199,51.94625527,48.47561514,46.01708166,42.06866974,37.28453093,33.69733359,0
45.7393883,45.76578277,46.9612538,46.88699637,46.15008333,44.76862562,42.94128027,41.32369376,38.22635036,35.39804921,32.55764141,30.46277326,27.47990393,24.50607784,20.84952456,0
18.18821684,17.96836095,17.33513871,16.82224782,16.26426331,14.34736791,13.12172826,11.80700422,10.59366729,10.02458092,10.00242623,9.930300951,9.973679051,9.806832663,9.538010979,2.9
25.26048917,23.61283208,21.93483482,20.2016469,18.83486913,19.26311146,16.81764043,16.16238604,15.09398588,14.66628272,13.44324086,12.72794334,12.66934614,12.86859131,12.54565729,1.5
9.646872856,9.874473091,10.09984315,10.45917067,10.36599353,9.74622586,10.1049652,9.646333693,8.325115185,7.810802862,6.865037741,6.157337516,5.786712087,5.336437604,5.244142731,0
69.54426037,70.92971277,68.67907558,67.18076659,66.74188805,62.52955593,58.53671209,55.07413489,51.41265562,46.79847564,43.53502108,41.48897167,39.38856485,37.74987746,36.79977453,1
58.34089795,55.90535242,53.80460249,50.49198608,51.0516616,48.64417704,47.61266052,45.16054799,42.29203019,40.08256543,39.45279875,35.93468778,33.70792079,28.95907264,24.93025194,21.1
53.72154691,53.29053524,50.97867856,49.06648858,47.73193805,46.75725419,44.68387903,43.72532105,42.0940349,40.10226939,37.68292324,34.19451524,30.79874522,28.16243506,24.06612097,2.7
77.36096951,77.79619645,74.98068817,73.21135183,73.18961376,69.47654642,65.77916381,62.21130281,58.05602392,52.99156945,48.91393001,46.23019802,43.73853054,41.66875796,40.27423782,50.4
72.03570728,73.53614842,71.31080286,69.93971179,69.59501519,65.52923733,61.58058034,58.02154201,54.13731497,49.38488874,45.93201647,43.62900696,41.36890991,39.57268895,38.47264974,9.1
55.70377904,53.61278306,53.81305754,54.25708264,51.86697383,49.79798549,47.55087736,45.2274777,42.57643858,39.58930497,37.14650524,33.77291442,31.79345162,29.72610528,28.321194,5.9
